timestamp,product_id,product_name,category,quantity,price,total,payment_method
2025-04-09 18:57:27,P1004,Desk Lamp,Home,3,24.99,74.97,Credit Card
2025-04-14 03:08:00,P1001,Wireless Mouse,Electronics,2,19.99,39.98,Bank Transfer
2025-04-16 17:11:05,P1003,Running Shoes,Footwear,1,59.99,59.99,Credit Card
2025-04-05 23:42:42,P1006,Notebook,Stationery,4,2.99,11.96,PayPal
2025-05-01 18:36:30,P1002,Bluetooth Headphones,Electronics,2,49.99,99.98,Bank Transfer
2025-04-18 06:05:12,P1005,Water Bottle,Fitness,3,9.99,29.97,Credit Card
2025-04-14 03:03:39,P1002,Bluetooth Headphones,Electronics,2,49.99,99.98,Debit Card
2025-04-13 21:22:25,P1005,Water Bottle,Fitness,2,9.99,19.98,Cash
2025-04-26 13:34:11,P1001,Wireless Mouse,Electronics,1,19.99,19.99,Cash
2025-04-26 06:58:30,P1006,Notebook,Stationery,3,2.99,8.97,Credit Card
2025-04-07 02:01:24,P1006,Notebook,Stationery,1,2.99,2.99,Credit Card
2025-04-14 04:42:19,P1003,Running Shoes,Footwear,4,59.99,239.96,Cash
2025-04-27 21:33:43,P1005,Water Bottle,Fitness,2,9.99,19.98,Cash
2025-05-05 15:48:25,P1004,Desk Lamp,Home,3,24.99,74.97,Bank Transfer
2025-05-03 17:40:27,P1004,Desk Lamp,Home,3,24.99,74.97,Cash
2025-04-24 07:04:07,P1006,Notebook,Stationery,4,2.99,11.96,Credit Card
2025-04-16 03:12:35,P1002,Bluetooth Headphones,Electronics,5,49.99,249.95,Debit Card
2025-04-15 03:50:20,P1003,Running Shoes,Footwear,4,59.99,239.96,Debit Card
2025-04-17 17:44:48,P1003,Running Shoes,Footwear,4,59.99,239.96,Credit Card
2025-04-10 10:19:47,P1004,Desk Lamp,Home,2,24.99,49.98,Cash
2025-04-13 20:50:54,P1005,Water Bottle,Fitness,2,9.99,19.98,Cash
2025-04-27 14:21:06,P1002,Bluetooth Headphones,Electronics,1,49.99,49.99,Credit Card
2025-05-04 11:28:16,P1001,Wireless Mouse,Electronics,3,19.99,59.97,Credit Card
2025-04-10 04:44:53,P1005,Water Bottle,Fitness,4,9.99,39.96,PayPal
2025-04-23 23:29:25,P1005,Water Bottle,Fitness,5,9.99,49.95,Debit Card
2025-05-04 04:22:23,P1003,Running Shoes,Footwear,4,59.99,239.96,PayPal
2025-04-17 12:43:42,P1006,Notebook,Stationery,4,2.99,11.96,Credit Card
2025-04-08 05:30:57,P1002,Bluetooth Headphones,Electronics,3,49.99,149.97,Credit Card
2025-04-14 10:44:31,P1003,Running Shoes,Footwear,2,59.99,119.98,Bank Transfer
2025-04-15 03:32:15,P1005,Water Bottle,Fitness,3,9.99,29.97,Debit Card
2025-04-11 00:08:00,P1005,Water Bottle,Fitness,2,9.99,19.98,Credit Card
2025-04-08 12:33:44,P1005,Water Bottle,Fitness,5,9.99,49.95,Bank Transfer
2025-04-17 04:24:06,P1006,Notebook,Stationery,4,2.99,11.96,Cash
2025-05-04 03:39:31,P1004,Desk Lamp,Home,2,24.99,49.98,Bank Transfer
2025-04-12 04:25:49,P1002,Bluetooth Headphones,Electronics,1,49.99,49.99,Cash
2025-05-05 17:26:32,P1001,Wireless Mouse,Electronics,3,19.99,59.97,Cash
2025-04-25 22:05:53,P1005,Water Bottle,Fitness,4,9.99,39.96,Credit Card
2025-04-20 16:53:00,P1004,Desk Lamp,Home,3,24.99,74.97,PayPal
2025-05-01 01:42:10,P1006,Notebook,Stationery,3,2.99,8.97,Cash
2025-04-16 10:45:35,P1004,Desk Lamp,Home,5,24.99,124.95,Bank Transfer
2025-04-10 20:48:56,P1002,Bluetooth Headphones,Electronics,1,49.99,49.99,Credit Card
2025-04-14 20:49:33,P1001,Wireless Mouse,Electronics,1,19.99,19.99,Bank Transfer
2025-04-11 13:31:52,P1002,Bluetooth Headphones,Electronics,5,49.99,249.95,Credit Card
2025-04-07 02:10:41,P1004,Desk Lamp,Home,3,24.99,74.97,PayPal
2025-04-22 19:17:44,P1001,Wireless Mouse,Electronics,1,19.99,19.99,Cash
2025-04-15 11:25:03,P1005,Water Bottle,Fitness,1,9.99,9.99,PayPal
2025-05-03 12:35:32,P1005,Water Bottle,Fitness,4,9.99,39.96,PayPal
2025-04-15 07:39:18,P1003,Running Shoes,Footwear,5,59.99,299.95,PayPal
2025-04-29 12:04:43,P1001,Wireless Mouse,Electronics,5,19.99,99.95,Bank Transfer
2025-05-01 17:54:28,P1001,Wireless Mouse,Electronics,3,19.99,59.97,PayPal
2025-04-12 12:14:26,P1004,Desk Lamp,Home,5,24.99,124.95,Cash
2025-04-23 05:38:10,P1006,Notebook,Stationery,5,2.99,14.95,Cash
2025-04-16 18:27:23,P1006,Notebook,Stationery,1,2.99,2.99,Cash
2025-04-29 23:43:42,P1005,Water Bottle,Fitness,4,9.99,39.96,Bank Transfer
2025-04-28 13:42:21,P1005,Water Bottle,Fitness,4,9.99,39.96,Credit Card
2025-04-24 08:15:45,P1002,Bluetooth Headphones,Electronics,1,49.99,49.99,Credit Card
2025-04-12 19:51:12,P1006,Notebook,Stationery,4,2.99,11.96,Credit Card
2025-04-09 18:59:17,P1001,Wireless Mouse,Electronics,5,19.99,99.95,Cash
2025-04-28 07:43:55,P1006,Notebook,Stationery,4,2.99,11.96,Cash
2025-05-02 05:13:56,P1006,Notebook,Stationery,5,2.99,14.95,Credit Card
2025-04-29 12:03:25,P1005,Water Bottle,Fitness,2,9.99,19.98,Debit Card
2025-04-27 03:29:34,P1006,Notebook,Stationery,2,2.99,5.98,Credit Card
2025-04-16 10:48:46,P1004,Desk Lamp,Home,2,24.99,49.98,PayPal
2025-04-29 13:01:06,P1001,Wireless Mouse,Electronics,1,19.99,19.99,PayPal
2025-04-12 07:13:59,P1003,Running Shoes,Footwear,5,59.99,299.95,PayPal
2025-04-17 03:02:43,P1004,Desk Lamp,Home,4,24.99,99.96,Credit Card
2025-04-28 13:23:05,P1001,Wireless Mouse,Electronics,4,19.99,79.96,Credit Card
2025-04-27 02:40:54,P1004,Desk Lamp,Home,3,24.99,74.97,Debit Card
2025-04-20 03:26:04,P1001,Wireless Mouse,Electronics,4,19.99,79.96,Debit Card
2025-04-17 01:25:09,P1002,Bluetooth Headphones,Electronics,5,49.99,249.95,Bank Transfer
2025-05-02 17:46:59,P1005,Water Bottle,Fitness,4,9.99,39.96,Debit Card
2025-05-02 15:12:51,P1002,Bluetooth Headphones,Electronics,3,49.99,149.97,Bank Transfer
2025-05-01 19:23:17,P1003,Running Shoes,Footwear,5,59.99,299.95,Credit Card
2025-05-04 23:23:01,P1004,Desk Lamp,Home,5,24.99,124.95,PayPal
2025-04-18 00:17:16,P1001,Wireless Mouse,Electronics,5,19.99,99.95,PayPal
2025-05-03 02:06:54,P1002,Bluetooth Headphones,Electronics,3,49.99,149.97,Cash
2025-04-17 07:22:36,P1005,Water Bottle,Fitness,2,9.99,19.98,Cash
2025-05-01 10:41:22,P1001,Wireless Mouse,Electronics,3,19.99,59.97,Debit Card
2025-05-02 00:15:50,P1002,Bluetooth Headphones,Electronics,1,49.99,49.99,Cash
2025-04-07 19:51:08,P1004,Desk Lamp,Home,1,24.99,24.99,Credit Card
2025-04-19 07:05:51,P1003,Running Shoes,Footwear,3,59.99,179.97,PayPal
2025-04-11 14:42:47,P1001,Wireless Mouse,Electronics,1,19.99,19.99,Credit Card
2025-04-12 15:04:08,P1006,Notebook,Stationery,3,2.99,8.97,Debit Card
2025-04-06 00:40:17,P1002,Bluetooth Headphones,Electronics,3,49.99,149.97,PayPal
2025-04-13 13:52:30,P1005,Water Bottle,Fitness,4,9.99,39.96,PayPal
2025-04-12 10:18:41,P1001,Wireless Mouse,Electronics,2,19.99,39.98,Bank Transfer
2025-04-15 14:17:31,P1005,Water Bottle,Fitness,5,9.99,49.95,PayPal
2025-04-10 00:48:45,P1002,Bluetooth Headphones,Electronics,4,49.99,199.96,PayPal
2025-04-20 21:02:22,P1004,Desk Lamp,Home,3,24.99,74.97,PayPal
2025-04-09 20:41:42,P1001,Wireless Mouse,Electronics,4,19.99,79.96,Credit Card
2025-04-18 06:50:48,P1006,Notebook,Stationery,5,2.99,14.95,Credit Card
2025-04-07 16:56:47,P1002,Bluetooth Headphones,Electronics,1,49.99,49.99,Debit Card
2025-05-02 19:20:00,P1001,Wireless Mouse,Electronics,5,19.99,99.95,Credit Card
2025-05-01 18:43:01,P1001,Wireless Mouse,Electronics,2,19.99,39.98,Debit Card
2025-04-17 03:42:51,P1004,Desk Lamp,Home,3,24.99,74.97,Cash
2025-04-25 14:07:07,P1003,Running Shoes,Footwear,5,59.99,299.95,Credit Card
2025-04-26 00:29:29,P1006,Notebook,Stationery,5,2.99,14.95,Debit Card
2025-04-19 06:52:15,P1002,Bluetooth Headphones,Electronics,1,49.99,49.99,Debit Card
2025-04-16 15:42:03,P1006,Notebook,Stationery,1,2.99,2.99,PayPal
2025-04-16 17:12:03,P1001,Wireless Mouse,Electronics,4,19.99,79.96,Debit Card
2025-04-13 16:09:29,P1003,Running Shoes,Footwear,3,59.99,179.97,Credit Card
2025-04-28 22:08:16,P1003,Running Shoes,Footwear,5,59.99,299.95,PayPal
2025-04-26 00:44:56,P1004,Desk Lamp,Home,2,24.99,49.98,PayPal
2025-04-10 18:37:22,P1004,Desk Lamp,Home,1,24.99,24.99,PayPal
2025-04-15 21:06:52,P1001,Wireless Mouse,Electronics,1,19.99,19.99,Bank Transfer
2025-04-26 00:23:35,P1006,Notebook,Stationery,3,2.99,8.97,PayPal
2025-04-15 10:24:38,P1003,Running Shoes,Footwear,4,59.99,239.96,Credit Card
2025-04-30 19:06:03,P1002,Bluetooth Headphones,Electronics,5,49.99,249.95,PayPal
2025-04-11 14:53:09,P1005,Water Bottle,Fitness,5,9.99,49.95,Bank Transfer
2025-05-02 02:01:44,P1004,Desk Lamp,Home,5,24.99,124.95,PayPal
2025-04-12 18:12:05,P1003,Running Shoes,Footwear,1,59.99,59.99,PayPal
2025-04-25 01:02:30,P1001,Wireless Mouse,Electronics,1,19.99,19.99,Credit Card
2025-04-14 23:42:45,P1005,Water Bottle,Fitness,1,9.99,9.99,PayPal
2025-04-30 10:55:56,P1006,Notebook,Stationery,1,2.99,2.99,Bank Transfer
2025-04-21 01:51:01,P1002,Bluetooth Headphones,Electronics,5,49.99,249.95,PayPal
2025-04-25 21:43:59,P1005,Water Bottle,Fitness,3,9.99,29.97,Bank Transfer
2025-04-05 23:20:41,P1001,Wireless Mouse,Electronics,4,19.99,79.96,PayPal
2025-04-28 17:14:45,P1006,Notebook,Stationery,4,2.99,11.96,Cash
2025-04-11 07:38:48,P1002,Bluetooth Headphones,Electronics,4,49.99,199.96,Bank Transfer
2025-04-11 04:01:11,P1002,Bluetooth Headphones,Electronics,2,49.99,99.98,Bank Transfer
2025-04-19 23:03:50,P1005,Water Bottle,Fitness,4,9.99,39.96,Bank Transfer
2025-04-06 02:00:47,P1001,Wireless Mouse,Electronics,5,19.99,99.95,PayPal
2025-04-25 06:39:00,P1003,Running Shoes,Footwear,3,59.99,179.97,Credit Card
2025-04-12 21:53:21,P1001,Wireless Mouse,Electronics,1,19.99,19.99,Cash
2025-05-02 10:38:50,P1003,Running Shoes,Footwear,4,59.99,239.96,PayPal
2025-04-29 07:08:06,P1006,Notebook,Stationery,3,2.99,8.97,PayPal
2025-04-21 11:53:36,P1002,Bluetooth Headphones,Electronics,4,49.99,199.96,Bank Transfer
2025-04-16 05:44:59,P1006,Notebook,Stationery,4,2.99,11.96,PayPal
2025-04-17 12:13:02,P1005,Water Bottle,Fitness,4,9.99,39.96,PayPal
2025-04-06 06:34:41,P1003,Running Shoes,Footwear,2,59.99,119.98,Debit Card
2025-04-19 15:55:34,P1002,Bluetooth Headphones,Electronics,5,49.99,249.95,Debit Card
2025-04-13 23:55:17,P1003,Running Shoes,Footwear,3,59.99,179.97,Cash
2025-04-11 23:05:21,P1001,Wireless Mouse,Electronics,2,19.99,39.98,Bank Transfer
2025-04-13 13:42:20,P1006,Notebook,Stationery,5,2.99,14.95,Bank Transfer
2025-04-16 02:09:20,P1003,Running Shoes,Footwear,3,59.99,179.97,Credit Card
2025-04-21 22:06:01,P1002,Bluetooth Headphones,Electronics,1,49.99,49.99,Credit Card
2025-04-27 08:12:55,P1003,Running Shoes,Footwear,4,59.99,239.96,Bank Transfer
2025-04-23 15:29:19,P1003,Running Shoes,Footwear,4,59.99,239.96,Debit Card
2025-04-07 15:26:28,P1004,Desk Lamp,Home,3,24.99,74.97,Debit Card
2025-04-22 01:57:23,P1003,Running Shoes,Footwear,3,59.99,179.97,Credit Card
2025-04-22 03:38:20,P1005,Water Bottle,Fitness,5,9.99,49.95,Cash
2025-04-21 18:32:02,P1003,Running Shoes,Footwear,5,59.99,299.95,PayPal
2025-04-11 03:35:58,P1001,Wireless Mouse,Electronics,1,19.99,19.99,Bank Transfer
2025-04-20 14:23:33,P1002,Bluetooth Headphones,Electronics,3,49.99,149.97,Cash
2025-04-13 05:05:33,P1005,Water Bottle,Fitness,1,9.99,9.99,Cash
2025-04-24 17:03:55,P1003,Running Shoes,Footwear,2,59.99,119.98,Credit Card
2025-04-20 00:46:50,P1001,Wireless Mouse,Electronics,2,19.99,39.98,PayPal
2025-04-28 16:43:06,P1003,Running Shoes,Footwear,2,59.99,119.98,PayPal
2025-04-20 08:23:42,P1004,Desk Lamp,Home,3,24.99,74.97,Debit Card
2025-04-26 22:40:30,P1001,Wireless Mouse,Electronics,3,19.99,59.97,Bank Transfer
2025-04-08 18:47:34,P1004,Desk Lamp,Home,3,24.99,74.97,Cash
2025-04-11 04:45:41,P1001,Wireless Mouse,Electronics,2,19.99,39.98,Bank Transfer
2025-04-18 11:42:21,P1004,Desk Lamp,Home,1,24.99,24.99,PayPal
2025-04-27 09:46:05,P1002,Bluetooth Headphones,Electronics,1,49.99,49.99,Cash
2025-04-18 10:42:16,P1001,Wireless Mouse,Electronics,5,19.99,99.95,Bank Transfer
2025-04-12 08:09:29,P1006,Notebook,Stationery,4,2.99,11.96,Cash
2025-04-18 21:55:17,P1006,Notebook,Stationery,3,2.99,8.97,PayPal
2025-04-12 00:13:48,P1005,Water Bottle,Fitness,1,9.99,9.99,PayPal
2025-04-09 02:10:56,P1002,Bluetooth Headphones,Electronics,1,49.99,49.99,Bank Transfer
2025-04-11 05:06:44,P1006,Notebook,Stationery,5,2.99,14.95,Debit Card
2025-04-30 17:45:55,P1005,Water Bottle,Fitness,4,9.99,39.96,Credit Card
2025-04-12 11:15:09,P1003,Running Shoes,Footwear,2,59.99,119.98,PayPal
2025-04-29 05:28:36,P1001,Wireless Mouse,Electronics,1,19.99,19.99,Credit Card
2025-04-28 01:30:48,P1006,Notebook,Stationery,4,2.99,11.96,Debit Card
2025-05-01 10:40:32,P1005,Water Bottle,Fitness,2,9.99,19.98,Cash
2025-04-17 08:00:40,P1003,Running Shoes,Footwear,1,59.99,59.99,Cash
2025-04-15 22:19:29,P1006,Notebook,Stationery,1,2.99,2.99,Debit Card
2025-04-12 02:48:34,P1005,Water Bottle,Fitness,4,9.99,39.96,Cash
2025-04-11 04:59:31,P1002,Bluetooth Headphones,Electronics,1,49.99,49.99,PayPal
2025-05-01 12:01:37,P1005,Water Bottle,Fitness,2,9.99,19.98,Cash
2025-04-12 08:50:04,P1003,Running Shoes,Footwear,4,59.99,239.96,Debit Card
2025-04-14 12:56:04,P1002,Bluetooth Headphones,Electronics,4,49.99,199.96,Debit Card
2025-04-13 15:23:54,P1006,Notebook,Stationery,3,2.99,8.97,Debit Card
2025-04-23 08:43:24,P1005,Water Bottle,Fitness,2,9.99,19.98,Bank Transfer
2025-04-15 18:36:21,P1004,Desk Lamp,Home,3,24.99,74.97,Cash
2025-04-24 22:32:40,P1003,Running Shoes,Footwear,5,59.99,299.95,Cash
2025-04-08 05:43:43,P1004,Desk Lamp,Home,4,24.99,99.96,Cash
2025-05-02 00:17:48,P1001,Wireless Mouse,Electronics,2,19.99,39.98,Bank Transfer
2025-04-23 11:54:32,P1002,Bluetooth Headphones,Electronics,2,49.99,99.98,PayPal
2025-04-13 06:41:20,P1004,Desk Lamp,Home,1,24.99,24.99,Debit Card
2025-04-24 11:11:58,P1004,Desk Lamp,Home,2,24.99,49.98,Debit Card
2025-04-07 10:57:34,P1004,Desk Lamp,Home,1,24.99,24.99,Bank Transfer
2025-04-21 04:33:33,P1002,Bluetooth Headphones,Electronics,1,49.99,49.99,Credit Card
2025-04-21 17:09:57,P1005,Water Bottle,Fitness,5,9.99,49.95,PayPal
2025-04-23 10:23:54,P1001,Wireless Mouse,Electronics,4,19.99,79.96,Cash
2025-04-18 10:44:44,P1006,Notebook,Stationery,3,2.99,8.97,Debit Card
2025-04-28 03:40:48,P1001,Wireless Mouse,Electronics,3,19.99,59.97,Credit Card
2025-04-24 02:35:16,P1003,Running Shoes,Footwear,3,59.99,179.97,Bank Transfer
2025-05-01 03:30:07,P1004,Desk Lamp,Home,2,24.99,49.98,PayPal
2025-04-25 19:07:51,P1002,Bluetooth Headphones,Electronics,4,49.99,199.96,Cash
2025-04-22 02:57:26,P1006,Notebook,Stationery,5,2.99,14.95,Debit Card
2025-04-11 22:09:41,P1001,Wireless Mouse,Electronics,3,19.99,59.97,Credit Card
2025-04-16 23:42:52,P1006,Notebook,Stationery,2,2.99,5.98,PayPal
2025-04-23 16:22:32,P1002,Bluetooth Headphones,Electronics,4,49.99,199.96,PayPal
2025-05-03 14:51:06,P1003,Running Shoes,Footwear,2,59.99,119.98,Cash
2025-05-04 08:21:12,P1001,Wireless Mouse,Electronics,3,19.99,59.97,Cash
2025-04-25 13:06:21,P1006,Notebook,Stationery,3,2.99,8.97,Cash
2025-04-26 20:55:17,P1005,Water Bottle,Fitness,4,9.99,39.96,Cash
2025-04-16 03:48:59,P1002,Bluetooth Headphones,Electronics,3,49.99,149.97,Cash
2025-04-10 21:03:19,P1001,Wireless Mouse,Electronics,4,19.99,79.96,Credit Card
2025-05-01 06:46:32,P1003,Running Shoes,Footwear,5,59.99,299.95,Bank Transfer
2025-04-06 07:51:31,P1003,Running Shoes,Footwear,4,59.99,239.96,Debit Card
2025-04-28 14:18:04,P1006,Notebook,Stationery,1,2.99,2.99,Debit Card
2025-04-18 05:52:24,P1005,Water Bottle,Fitness,4,9.99,39.96,PayPal
2025-04-08 13:48:32,P1002,Bluetooth Headphones,Electronics,2,49.99,99.98,Bank Transfer
2025-04-09 10:24:34,P1001,Wireless Mouse,Electronics,5,19.99,99.95,Cash
2025-04-09 17:37:47,P1002,Bluetooth Headphones,Electronics,5,49.99,249.95,Bank Transfer
2025-05-02 21:26:11,P1005,Water Bottle,Fitness,4,9.99,39.96,PayPal
2025-04-18 04:22:45,P1004,Desk Lamp,Home,4,24.99,99.96,Debit Card
2025-04-10 12:28:55,P1002,Bluetooth Headphones,Electronics,3,49.99,149.97,Cash
2025-05-03 12:14:38,P1006,Notebook,Stationery,2,2.99,5.98,Bank Transfer
2025-04-17 06:50:29,P1001,Wireless Mouse,Electronics,2,19.99,39.98,PayPal
2025-04-18 18:20:57,P1004,Desk Lamp,Home,2,24.99,49.98,Bank Transfer
2025-04-11 05:16:40,P1004,Desk Lamp,Home,1,24.99,24.99,Credit Card
2025-04-16 04:58:37,P1003,Running Shoes,Footwear,2,59.99,119.98,Cash
2025-05-05 06:41:10,P1002,Bluetooth Headphones,Electronics,1,49.99,49.99,Debit Card
2025-04-11 01:16:30,P1005,Water Bottle,Fitness,1,9.99,9.99,PayPal
2025-05-05 11:08:11,P1006,Notebook,Stationery,1,2.99,2.99,Cash
2025-04-27 06:04:24,P1005,Water Bottle,Fitness,1,9.99,9.99,Debit Card
2025-04-26 14:07:00,P1006,Notebook,Stationery,1,2.99,2.99,Cash
2025-04-24 07:05:51,P1004,Desk Lamp,Home,2,24.99,49.98,Bank Transfer
2025-04-28 16:15:43,P1002,Bluetooth Headphones,Electronics,2,49.99,99.98,Cash
2025-04-26 19:30:55,P1005,Water Bottle,Fitness,4,9.99,39.96,Cash
2025-04-27 17:54:22,P1003,Running Shoes,Footwear,3,59.99,179.97,Bank Transfer
2025-05-03 08:34:46,P1002,Bluetooth Headphones,Electronics,4,49.99,199.96,Cash
2025-05-05 00:43:13,P1002,Bluetooth Headphones,Electronics,1,49.99,49.99,Bank Transfer
2025-04-17 04:26:35,P1006,Notebook,Stationery,1,2.99,2.99,PayPal
2025-05-03 14:48:21,P1005,Water Bottle,Fitness,4,9.99,39.96,PayPal
2025-04-14 23:33:51,P1003,Running Shoes,Footwear,2,59.99,119.98,PayPal
2025-04-10 11:39:14,P1005,Water Bottle,Fitness,4,9.99,39.96,Debit Card
2025-05-01 12:55:06,P1006,Notebook,Stationery,1,2.99,2.99,PayPal
2025-04-13 19:49:30,P1003,Running Shoes,Footwear,1,59.99,59.99,Bank Transfer
2025-05-01 00:38:00,P1005,Water Bottle,Fitness,2,9.99,19.98,Debit Card
2025-04-29 10:00:59,P1005,Water Bottle,Fitness,2,9.99,19.98,Cash
2025-04-13 14:05:45,P1003,Running Shoes,Footwear,2,59.99,119.98,Cash
2025-04-28 03:31:47,P1005,Water Bottle,Fitness,2,9.99,19.98,Credit Card
2025-04-16 05:55:11,P1003,Running Shoes,Footwear,1,59.99,59.99,Cash
2025-05-03 08:15:52,P1002,Bluetooth Headphones,Electronics,4,49.99,199.96,Credit Card
2025-04-22 18:27:19,P1004,Desk Lamp,Home,1,24.99,24.99,Bank Transfer
2025-05-03 03:57:43,P1006,Notebook,Stationery,1,2.99,2.99,PayPal
2025-04-09 15:44:35,P1002,Bluetooth Headphones,Electronics,5,49.99,249.95,Credit Card
2025-04-19 04:14:49,P1001,Wireless Mouse,Electronics,5,19.99,99.95,Credit Card
2025-05-03 07:50:50,P1004,Desk Lamp,Home,5,24.99,124.95,PayPal
2025-04-29 13:46:59,P1005,Water Bottle,Fitness,1,9.99,9.99,Debit Card
2025-04-09 10:44:28,P1005,Water Bottle,Fitness,5,9.99,49.95,Credit Card
2025-05-02 17:39:35,P1005,Water Bottle,Fitness,3,9.99,29.97,Credit Card
2025-04-18 16:11:15,P1006,Notebook,Stationery,3,2.99,8.97,Credit Card
2025-04-21 16:35:20,P1002,Bluetooth Headphones,Electronics,3,49.99,149.97,PayPal
2025-04-27 00:36:40,P1001,Wireless Mouse,Electronics,3,19.99,59.97,Bank Transfer
